feature	chromosome	start	end	SLX-17922.D704tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D701tp_D501tp.H5J55BBXY.s_8.r_1	SLX-16150.D704tp_D507tp.HC22VBBXY.s_3.r_1
11:10000001-10500000	11	10000001	10500000	0.701	1.007	0.934
11:11000001-11500000	11	11000001	11500000	0.737	0.982	1.087
11:11500001-12000000	11	11500001	12000000	0.769	1.005	0.931
11:12000001-12500000	11	12000001	12500000	0.702	0.969	0.977
11:12500001-13000000	11	12500001	13000000	0.804	1.052	1.084
11:13000001-13500000	11	13000001	13500000	0.726	1.037	0.968
11:13500001-14000000	11	13500001	14000000	0.803	1.067	1.126
11:14000001-14500000	11	14000001	14500000	0.796	1.118	1.07
11:14500001-15000000	11	14500001	15000000	0.777	0.896	1.134
11:15000001-15500000	11	15000001	15500000	0.72	1.081	0.951
11:15500001-16000000	11	15500001	16000000	0.744	0.981	0.961
11:16000001-16500000	11	16000001	16500000	0.769	1.064	1.099
11:16500001-17000000	11	16500001	17000000	0.731	0.887	1.089
11:17000001-17500000	11	17000001	17500000	0.666	0.951	0.972
11:17500001-18000000	11	17500001	18000000	0.804	0.866	0.962
11:18000001-18500000	11	18000001	18500000	0.799	0.876	1.006
11:18500001-19000000	11	18500001	19000000	0.746	1.037	1.046
11:19000001-19500000	11	19000001	19500000	0.731	1.107	1.018
11:19500001-20000000	11	19500001	20000000	0.756	1.09	1.021
11:20000001-20500000	11	20000001	20500000	0.728	0.989	0.896
11:20500001-21000000	11	20500001	21000000	0.774	0.985	1.074
11:21000001-21500000	11	21000001	21500000	0.768	0.982	0.892
11:21500001-22000000	11	21500001	22000000	0.73	1.011	1.002
11:22000001-22500000	11	22000001	22500000	0.721	0.983	1.071
11:22500001-23000000	11	22500001	23000000	0.76	0.915	1
11:23000001-23500000	11	23000001	23500000	0.697	0.969	1.039
11:23500001-24000000	11	23500001	24000000	0.658	0.939	0.991
11:24000001-24500000	11	24000001	24500000	0.765	0.975	0.947
11:25000001-25500000	11	25000001	25500000	0.736	0.897	1.05
11:25500001-26000000	11	25500001	26000000	0.727	1.052	0.985
11:26000001-26500000	11	26000001	26500000	0.741	0.996	0.899
11:26500001-27000000	11	26500001	27000000	0.687	1.053	1.014
11:27000001-27500000	11	27000001	27500000	0.739	0.861	1.047
11:28000001-28500000	11	28000001	28500000	0.84	1.061	1.084
11:28500001-29000000	11	28500001	29000000	0.736	1.048	1.045
11:29000001-29500000	11	29000001	29500000	0.802	1.121	0.962
11:29500001-30000000	11	29500001	30000000	0.838	1.032	1.101
11:30000001-30500000	11	30000001	30500000	0.761	0.978	1.105
11:30500001-31000000	11	30500001	31000000	0.769	1.013	1.021
11:31000001-31500000	11	31000001	31500000	0.701	1.041	1.019
11:31500001-32000000	11	31500001	32000000	0.763	0.975	1.001
11:32000001-32500000	11	32000001	32500000	0.771	1.086	1.087
11:32500001-33000000	11	32500001	33000000	0.699	0.986	1.093
11:33000001-33500000	11	33000001	33500000	0.724	1.109	0.995
11:33500001-34000000	11	33500001	34000000	0.716	0.924	0.957
11:34000001-34500000	11	34000001	34500000	0.676	1.014	0.945
11:34500001-35000000	11	34500001	35000000	0.737	0.96	0.967
11:35500001-36000000	11	35500001	36000000	0.804	1.053	1.106
11:36000001-36500000	11	36000001	36500000	0.761	1.054	0.952
11:36500001-37000000	11	36500001	37000000	0.729	0.99	1.075
11:37000001-37500000	11	37000001	37500000	0.784	0.919	1.058
11:37500001-38000000	11	37500001	38000000	0.658	0.951	0.955
11:38000001-38500000	11	38000001	38500000	0.773	1.064	0.925
11:38500001-39000000	11	38500001	39000000	0.661	0.968	1.016
11:39000001-39500000	11	39000001	39500000	0.741	1.032	1.021
11:39500001-40000000	11	39500001	40000000	0.886	0.956	1.058
11:40000001-40500000	11	40000001	40500000	0.905	0.907	1.031
11:40500001-41000000	11	40500001	41000000	1.038	0.978	1.004
11:41000001-41500000	11	41000001	41500000	1.018	0.998	0.907
11:41500001-42000000	11	41500001	42000000	0.938	0.953	0.981
11:42000001-42500000	11	42000001	42500000	0.967	1.05	0.964
11:42500001-43000000	11	42500001	43000000	0.964	0.995	1.028
11:43000001-43500000	11	43000001	43500000	0.893	1.102	1.051
11:43500001-44000000	11	43500001	44000000	0.948	1.182	1.008
11:44000001-44500000	11	44000001	44500000	1.03	1.078	1.033
11:44500001-45000000	11	44500001	45000000	0.997	1.055	0.99
11:45000001-45500000	11	45000001	45500000	1.079	0.98	0.979
11:45500001-46000000	11	45500001	46000000	0.975	1.101	1.05
11:46000001-46500000	11	46000001	46500000	0.917	1.046	0.921
11:46500001-47000000	11	46500001	47000000	1.032	1.065	1.053
11:47500001-48000000	11	47500001	48000000	0.924	0.871	0.977
11:55500001-56000000	11	55500001	56000000	0.755	0.979	0.979
11:56000001-56500000	11	56000001	56500000	0.68	1.071	0.933
11:56500001-57000000	11	56500001	57000000	0.714	1.052	1.072
11:57000001-57500000	11	57000001	57500000	0.901	1.074	1.034
11:57500001-58000000	11	57500001	58000000	0.8	1.027	0.962
11:58000001-58500000	11	58000001	58500000	0.808	1.014	1.034
11:58500001-59000000	11	58500001	59000000	0.69	1.033	1.01
11:59000001-59500000	11	59000001	59500000	0.709	0.965	1.057
11:59500001-60000000	11	59500001	60000000	0.739	0.884	0.895
11:60000001-60500000	11	60000001	60500000	0.724	1	0.986
11:60500001-61000000	11	60500001	61000000	0.757	0.978	1.055
11:61000001-61500000	11	61000001	61500000	1.027	1.023	1.143
11:61500001-62000000	11	61500001	62000000	1.252	1.068	1.017
11:62000001-62500000	11	62000001	62500000	1.137	1.033	1.098
11:62500001-63000000	11	62500001	63000000	1.21	0.996	0.899
11:63500001-64000000	11	63500001	64000000	0.927	0.945	1.001
11:64500001-65000000	11	64500001	65000000	0.716	0.998	0.925
11:65500001-66000000	11	65500001	66000000	1.216	0.928	0.953
11:66000001-66500000	11	66000001	66500000	1.163	1.053	0.853
11:66500001-67000000	11	66500001	67000000	1.313	1.041	1.068
11:67000001-67500000	11	67000001	67500000	1.135	1.027	0.899
11:68000001-68500000	11	68000001	68500000	1.337	0.993	1.017
11:68500001-69000000	11	68500001	69000000	1.543	0.97	0.967
11:69000001-69500000	11	69000001	69500000	1.288	0.937	0.926
11:69500001-70000000	11	69500001	70000000	1.364	1.085	1.038
11:70000001-70500000	11	70000001	70500000	1.299	0.999	1.058
11:70500001-71000000	11	70500001	71000000	0.748	1.051	1.007
11:71000001-71500000	11	71000001	71500000	0.808	0.986	1.011
11:72000001-72500000	11	72000001	72500000	0.903	1.071	0.95
11:72500001-73000000	11	72500001	73000000	0.899	1.022	0.932
11:73000001-73500000	11	73000001	73500000	1.121	0.986	0.922
11:74000001-74500000	11	74000001	74500000	0.976	0.899	1.002
11:74500001-75000000	11	74500001	75000000	0.999	1.136	1.033
11:75000001-75500000	11	75000001	75500000	0.794	1.085	1.067
11:75500001-76000000	11	75500001	76000000	0.771	0.954	0.99
11:76000001-76500000	11	76000001	76500000	0.825	0.916	0.912
11:76500001-77000000	11	76500001	77000000	0.97	1.013	1.105
11:77000001-77500000	11	77000001	77500000	0.96	1.041	1.037
11:77500001-78000000	11	77500001	78000000	1.067	1.236	1.008
11:78000001-78500000	11	78000001	78500000	0.929	0.973	0.936
11:78500001-79000000	11	78500001	79000000	0.961	1.105	0.949
11:79000001-79500000	11	79000001	79500000	0.768	1.084	1.016
11:79500001-80000000	11	79500001	80000000	0.741	1.149	1.001
11:80000001-80500000	11	80000001	80500000	0.729	0.992	0.98
11:80500001-81000000	11	80500001	81000000	0.721	1.063	0.929
11:81000001-81500000	11	81000001	81500000	0.733	1.034	0.929
11:82000001-82500000	11	82000001	82500000	0.722	1.149	1.037
11:82500001-83000000	11	82500001	83000000	0.71	0.873	0.994
11:83000001-83500000	11	83000001	83500000	1.029	1.068	0.944
11:83500001-84000000	11	83500001	84000000	1.038	1.037	1.055
11:84000001-84500000	11	84000001	84500000	1	1.051	0.966
11:84500001-85000000	11	84500001	85000000	1.013	1.021	1.027
11:85000001-85500000	11	85000001	85500000	0.938	1.057	1.003
11:85500001-86000000	11	85500001	86000000	0.989	1.075	1.065
11:86000001-86500000	11	86000001	86500000	0.972	0.909	0.922
11:86500001-87000000	11	86500001	87000000	1.073	1.201	1.084
11:87000001-87500000	11	87000001	87500000	0.962	1.066	1.056
11:88000001-88500000	11	88000001	88500000	0.922	1.013	1.039
11:88500001-89000000	11	88500001	89000000	0.794	0.979	0.975
11:90500001-91000000	11	90500001	91000000	0.711	0.899	0.959
11:91000001-91500000	11	91000001	91500000	0.734	0.955	1.008
11:91500001-92000000	11	91500001	92000000	0.71	0.89	0.969
11:92000001-92500000	11	92000001	92500000	0.773	1.05	1.099
11:92500001-93000000	11	92500001	93000000	0.756	1.017	1.02
11:93000001-93500000	11	93000001	93500000	0.739	1.128	1.016
11:93500001-94000000	11	93500001	94000000	0.702	0.972	1.035
11:94000001-94500000	11	94000001	94500000	0.79	1.186	1.125
11:94500001-95000000	11	94500001	95000000	0.871	1.066	0.995
11:95000001-95500000	11	95000001	95500000	0.819	1.057	1
11:95500001-96000000	11	95500001	96000000	0.782	0.941	1.083
11:96000001-96500000	11	96000001	96500000	0.753	1.043	0.963
11:96500001-97000000	11	96500001	97000000	0.701	0.957	0.971
11:97000001-97500000	11	97000001	97500000	0.714	0.878	0.987
11:97500001-98000000	11	97500001	98000000	0.726	0.988	0.938
11:98000001-98500000	11	98000001	98500000	0.699	0.95	0.99
11:98500001-99000000	11	98500001	99000000	0.618	0.966	0.938
11:99000001-99500000	11	99000001	99500000	0.77	1.001	0.953
11:99500001-100000000	11	99500001	100000000	0.732	0.958	1.01
11:100000001-100500000	11	100000001	100500000	0.716	1.099	1.012
11:100500001-101000000	11	100500001	101000000	0.734	1.028	1.038
11:101000001-101500000	11	101000001	101500000	0.741	0.917	0.916
11:101500001-102000000	11	101500001	102000000	0.796	0.94	0.998
11:102000001-102500000	11	102000001	102500000	0.736	0.952	0.925
11:102500001-103000000	11	102500001	103000000	0.763	1.037	1.013
11:103500001-104000000	11	103500001	104000000	0.812	1.018	0.99
11:104000001-104500000	11	104000001	104500000	0.746	0.976	0.999
11:104500001-105000000	11	104500001	105000000	0.706	1.043	0.992
11:105000001-105500000	11	105000001	105500000	0.618	0.97	0.932
11:105500001-106000000	11	105500001	106000000	0.757	0.971	0.93
11:106000001-106500000	11	106000001	106500000	0.669	1.005	1.071
11:106500001-107000000	11	106500001	107000000	0.719	0.996	0.987
11:107000001-107500000	11	107000001	107500000	0.717	0.884	1.015
11:107500001-108000000	11	107500001	108000000	0.665	0.955	0.937
11:108000001-108500000	11	108000001	108500000	0.747	0.956	0.971
11:108500001-109000000	11	108500001	109000000	0.749	1.022	1.055
11:109000001-109500000	11	109000001	109500000	0.764	1.056	1.02
11:109500001-110000000	11	109500001	110000000	0.773	1.085	1.036
11:110000001-110500000	11	110000001	110500000	0.769	0.924	1.013
11:111000001-111500000	11	111000001	111500000	0.719	1.013	0.921
11:111500001-112000000	11	111500001	112000000	0.677	0.909	0.923
11:112000001-112500000	11	112000001	112500000	0.745	0.918	0.953
11:112500001-113000000	11	112500001	113000000	0.765	1	1.107
11:113000001-113500000	11	113000001	113500000	0.77	0.931	1.014
11:113500001-114000000	11	113500001	114000000	0.793	0.964	1.15
11:114500001-115000000	11	114500001	115000000	0.682	1.031	1.001
11:115000001-115500000	11	115000001	115500000	0.794	1.027	1.06
11:115500001-116000000	11	115500001	116000000	0.728	1.033	1.047
11:116000001-116500000	11	116000001	116500000	0.705	0.948	0.994
11:116500001-117000000	11	116500001	117000000	0.702	0.991	0.954
11:117000001-117500000	11	117000001	117500000	0.724	0.963	1.072
11:117500001-118000000	11	117500001	118000000	0.765	1.093	1.12
11:118000001-118500000	11	118000001	118500000	0.752	0.906	0.907
11:118500001-119000000	11	118500001	119000000	0.971	1.134	0.938
11:119000001-119500000	11	119000001	119500000	0.953	1.028	0.931
11:119500001-120000000	11	119500001	120000000	1.012	1.03	0.98
11:120000001-120500000	11	120000001	120500000	0.978	1.057	0.953
11:120500001-121000000	11	120500001	121000000	1.052	0.983	0.958
11:121000001-121500000	11	121000001	121500000	1.005	1.032	0.904
11:121500001-122000000	11	121500001	122000000	1.098	1.13	1.007
11:122000001-122500000	11	122000001	122500000	1.037	1.048	0.994
11:122500001-123000000	11	122500001	123000000	1.007	1.018	1.025
11:123500001-124000000	11	123500001	124000000	1.056	0.993	0.998
11:124000001-124500000	11	124000001	124500000	0.933	1.125	0.969
11:124500001-125000000	11	124500001	125000000	1.009	0.98	0.958
11:125000001-125500000	11	125000001	125500000	1.081	1.071	0.988
11:125500001-126000000	11	125500001	126000000	1.033	0.918	0.99
11:126000001-126500000	11	126000001	126500000	0.951	0.917	0.967
11:126500001-127000000	11	126500001	127000000	1.084	1.07	0.977
11:127000001-127500000	11	127000001	127500000	0.955	1.022	1.103
11:127500001-128000000	11	127500001	128000000	0.959	1.1	1.092
11:128000001-128500000	11	128000001	128500000	1.048	1.092	1.018
11:128500001-129000000	11	128500001	129000000	0.992	0.885	0.975
11:129000001-129500000	11	129000001	129500000	1.005	0.997	1.013
11:129500001-130000000	11	129500001	130000000	1.035	0.956	0.94
11:130000001-130500000	11	130000001	130500000	0.946	0.946	0.991
11:130500001-131000000	11	130500001	131000000	0.978	1.047	0.966
11:131000001-131500000	11	131000001	131500000	1.12	1.032	1.073
11:131500001-132000000	11	131500001	132000000	1.05	0.909	0.929
11:132000001-132500000	11	132000001	132500000	1.073	1.046	1.041
11:132500001-133000000	11	132500001	133000000	1.122	1.013	0.925
11:133000001-133500000	11	133000001	133500000	1.075	1.02	1.047
11:133500001-134000000	11	133500001	134000000	1.078	1.056	0.992
11:134000001-134500000	11	134000001	134500000	1.028	1.025	1.033
11:134500001-135000000	11	134500001	135000000	1.034	1.049	1.018
11:135000001-135086622	11	135000001	135086622	1.122	1.018	0.974
12:500001-1000000	12	500001	1000000	0.896	1.147	0.849
12:1000001-1500000	12	1000001	1500000	1.022	0.997	1.033
12:1500001-2000000	12	1500001	2000000	1.057	0.93	0.925
12:2000001-2500000	12	2000001	2500000	1.058	1.007	0.961
12:3000001-3500000	12	3000001	3500000	1.046	1.071	1.047
12:4000001-4500000	12	4000001	4500000	0.983	0.994	1.05
12:4500001-5000000	12	4500001	5000000	1	0.993	1.025
12:5000001-5500000	12	5000001	5500000	0.982	1.044	0.989
12:5500001-6000000	12	5500001	6000000	1.073	0.983	0.964
12:6000001-6500000	12	6000001	6500000	0.984	1.004	1.031
12:6500001-7000000	12	6500001	7000000	0.926	0.893	0.855
12:7000001-7500000	12	7000001	7500000	1.028	0.996	0.941
12:8500001-9000000	12	8500001	9000000	1.051	0.983	1.046
12:9500001-10000000	12	9500001	10000000	0.918	0.877	0.953
12:10000001-10500000	12	10000001	10500000	1.005	1.033	0.924
12:10500001-11000000	12	10500001	11000000	0.928	1.083	1.014
12:11000001-11500000	12	11000001	11500000	0.978	0.949	0.933
12:11500001-12000000	12	11500001	12000000	1.039	0.935	1.019
12:12000001-12500000	12	12000001	12500000	0.997	1.014	0.983
12:12500001-13000000	12	12500001	13000000	0.989	0.992	0.881
12:13000001-13500000	12	13000001	13500000	1	1.02	1.011
12:13500001-14000000	12	13500001	14000000	1.094	1.021	1.036
12:14000001-14500000	12	14000001	14500000	0.984	0.977	0.931
12:14500001-15000000	12	14500001	15000000	0.853	0.945	0.967
12:15000001-15500000	12	15000001	15500000	0.947	1.077	1.031
12:15500001-16000000	12	15500001	16000000	1.002	1.007	0.98
12:16000001-16500000	12	16000001	16500000	0.992	1.005	1.005
12:16500001-17000000	12	16500001	17000000	1.025	0.997	1.05
12:17000001-17500000	12	17000001	17500000	0.978	0.962	0.958
12:17500001-18000000	12	17500001	18000000	0.979	1.026	0.96
12:18000001-18500000	12	18000001	18500000	0.941	1.096	1.068
12:18500001-19000000	12	18500001	19000000	1.073	0.908	0.987
12:20000001-20500000	12	20000001	20500000	0.958	1.042	1.033
12:21500001-22000000	12	21500001	22000000	1.018	0.955	0.982
12:22500001-23000000	12	22500001	23000000	0.882	0.895	1.005
12:23000001-23500000	12	23000001	23500000	0.973	1.047	1.026
12:23500001-24000000	12	23500001	24000000	1.102	1.122	1.079
12:24000001-24500000	12	24000001	24500000	1.062	0.958	1.037
12:24500001-25000000	12	24500001	25000000	0.937	1.075	0.954
12:25000001-25500000	12	25000001	25500000	0.83	0.918	0.962
12:25500001-26000000	12	25500001	26000000	1.066	1.057	1.085
12:26000001-26500000	12	26000001	26500000	1.018	1.046	0.996
12:26500001-27000000	12	26500001	27000000	1.036	1.01	0.953
12:27000001-27500000	12	27000001	27500000	1.019	1.046	0.961
12:28000001-28500000	12	28000001	28500000	0.949	1.128	0.938
12:28500001-29000000	12	28500001	29000000	1.013	0.995	1.038
12:29000001-29500000	12	29000001	29500000	0.996	0.985	1.086
12:29500001-30000000	12	29500001	30000000	1.056	0.994	1.053
12:30000001-30500000	12	30000001	30500000	0.994	0.978	0.933
12:30500001-31000000	12	30500001	31000000	1.029	1.077	0.965
12:31500001-32000000	12	31500001	32000000	0.941	0.878	0.91
12:32000001-32500000	12	32000001	32500000	1.05	0.979	1.001
12:32500001-33000000	12	32500001	33000000	0.939	0.951	0.944
12:33000001-33500000	12	33000001	33500000	0.983	1.067	1.033
12:33500001-34000000	12	33500001	34000000	0.925	0.935	1.033
12:38500001-39000000	12	38500001	39000000	1.051	1.086	0.997
12:39000001-39500000	12	39000001	39500000	1.043	1.131	0.967
12:39500001-40000000	12	39500001	40000000	1.006	1.06	1.03
12:40500001-41000000	12	40500001	41000000	0.945	1.067	1.016
12:42000001-42500000	12	42000001	42500000	0.995	1.032	0.931
12:42500001-43000000	12	42500001	43000000	0.987	0.924	0.974
12:43000001-43500000	12	43000001	43500000	0.984	0.959	1.004
12:43500001-44000000	12	43500001	44000000	1.012	0.975	0.966
12:44000001-44500000	12	44000001	44500000	0.992	1.029	0.991
12:44500001-45000000	12	44500001	45000000	1.096	1.052	1.097
12:45000001-45500000	12	45000001	45500000	0.956	1.003	0.996
12:45500001-46000000	12	45500001	46000000	0.984	0.936	0.977
12:46000001-46500000	12	46000001	46500000	0.984	0.954	0.935
12:46500001-47000000	12	46500001	47000000	1.014	1.035	1.137
12:47000001-47500000	12	47000001	47500000	0.971	0.97	1.023
12:47500001-48000000	12	47500001	48000000	1.006	1.022	0.948
12:48000001-48500000	12	48000001	48500000	0.985	1.075	0.975
12:48500001-49000000	12	48500001	49000000	1.08	0.936	0.965
12:49000001-49500000	12	49000001	49500000	1.071	1.142	0.907
12:50000001-50500000	12	50000001	50500000	0.989	0.904	1.042
12:50500001-51000000	12	50500001	51000000	0.887	1.018	0.985
12:51000001-51500000	12	51000001	51500000	0.984	1.12	0.973
12:51500001-52000000	12	51500001	52000000	1.122	1.069	1.101
12:52000001-52500000	12	52000001	52500000	0.98	1.009	1.009
12:52500001-53000000	12	52500001	53000000	1.062	1.016	1.076
12:53000001-53500000	12	53000001	53500000	1.022	0.903	0.956
12:53500001-54000000	12	53500001	54000000	1.012	1.019	1.014
12:54000001-54500000	12	54000001	54500000	1.14	1.074	1.088
12:54500001-55000000	12	54500001	55000000	1.043	1.157	1.123
12:55000001-55500000	12	55000001	55500000	1.073	1.095	1.087
12:55500001-56000000	12	55500001	56000000	1.099	1.072	1.135
12:56000001-56500000	12	56000001	56500000	0.97	1.057	0.909
12:56500001-57000000	12	56500001	57000000	0.948	0.985	0.96
12:57000001-57500000	12	57000001	57500000	1.018	1.055	0.861
12:57500001-58000000	12	57500001	58000000	0.976	0.986	0.914
12:58000001-58500000	12	58000001	58500000	1.035	1.04	1.024
12:58500001-59000000	12	58500001	59000000	0.996	1.034	1.023
12:59000001-59500000	12	59000001	59500000	1.028	1.016	1.033
12:59500001-60000000	12	59500001	60000000	0.952	0.996	1.073
12:60000001-60500000	12	60000001	60500000	1.034	1.116	0.991
12:60500001-61000000	12	60500001	61000000	1.028	0.849	0.971
12:61000001-61500000	12	61000001	61500000	0.963	0.947	1.002
12:61500001-62000000	12	61500001	62000000	0.976	1.158	0.963
12:62000001-62500000	12	62000001	62500000	1.009	1.047	0.946
12:63000001-63500000	12	63000001	63500000	1.04	1.115	1.071
12:64000001-64500000	12	64000001	64500000	1.032	0.93	1.064
12:64500001-65000000	12	64500001	65000000	1.031	1.131	0.913
