feature	chromosome	start	end	SLX-17921.D703tp_D508tp.H5J55BBXY.s_8.r_1	SLX-17921.D704tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17921.D704tp_D502tp.H5J55BBXY.s_8.r_1	SLX-16150.D705tp_D501tp.HC22VBBXY.s_3.r_1
10:25000001-25500000	10	25000001	25500000	0.975	1.04	1.032	0.978
10:26000001-26500000	10	26000001	26500000	1.008	1.137	1.14	1.058
10:27000001-27500000	10	27000001	27500000	0.884	0.921	0.85	0.904
10:27500001-28000000	10	27500001	28000000	1.021	0.934	1.032	0.874
10:28000001-28500000	10	28000001	28500000	0.918	0.921	0.969	0.923
10:28500001-29000000	10	28500001	29000000	0.905	0.951	0.997	0.942
10:29000001-29500000	10	29000001	29500000	0.973	0.993	1.041	0.793
10:29500001-30000000	10	29500001	30000000	0.929	0.978	0.933	1.006
10:30000001-30500000	10	30000001	30500000	0.951	1.008	0.953	0.778
10:31000001-31500000	10	31000001	31500000	1.004	1.075	1.101	0.956
10:31500001-32000000	10	31500001	32000000	1.024	1.013	0.95	0.854
10:32000001-32500000	10	32000001	32500000	0.97	0.941	0.914	0.947
10:32500001-33000000	10	32500001	33000000	0.944	1.049	1.138	0.998
10:33000001-33500000	10	33000001	33500000	0.957	0.993	1.018	0.988
10:33500001-34000000	10	33500001	34000000	1.025	1.085	1.06	1.043
10:34000001-34500000	10	34000001	34500000	1.017	0.892	1.088	0.997
10:34500001-35000000	10	34500001	35000000	1.03	0.882	1.045	1.004
10:35000001-35500000	10	35000001	35500000	0.933	0.814	0.881	0.894
10:35500001-36000000	10	35500001	36000000	0.855	0.917	1.039	1.067
10:36500001-37000000	10	36500001	37000000	0.937	0.878	1.031	0.845
10:43000001-43500000	10	43000001	43500000	0.949	0.984	0.991	1.04
10:43500001-44000000	10	43500001	44000000	1.006	0.973	1.038	1.366
10:44000001-44500000	10	44000001	44500000	1.129	1.035	1.049	1.212
10:44500001-45000000	10	44500001	45000000	0.988	0.985	1.017	1.041
10:45000001-45500000	10	45000001	45500000	1.03	1.013	0.94	1.261
10:47000001-47500000	10	47000001	47500000	1.083	1.094	1.087	1.013
10:48500001-49000000	10	48500001	49000000	1.009	1.015	1.038	1.215
10:49000001-49500000	10	49000001	49500000	0.999	0.99	0.993	1.371
10:50500001-51000000	10	50500001	51000000	1.013	0.887	1.07	1.333
10:51000001-51500000	10	51000001	51500000	0.951	1.041	1.032	1.168
10:51500001-52000000	10	51500001	52000000	0.973	0.962	0.969	1.072
10:52000001-52500000	10	52000001	52500000	0.953	1	1.009	0.996
10:52500001-53000000	10	52500001	53000000	0.996	1.124	0.92	0.988
10:53000001-53500000	10	53000001	53500000	0.953	1.048	1.029	1.019
10:53500001-54000000	10	53500001	54000000	1	1.092	1.027	1.012
10:54000001-54500000	10	54000001	54500000	1	1.025	0.962	0.935
10:54500001-55000000	10	54500001	55000000	0.951	1.005	0.955	0.96
10:55000001-55500000	10	55000001	55500000	0.93	0.973	0.929	1.051
10:56000001-56500000	10	56000001	56500000	0.942	0.992	1.08	1.016
10:56500001-57000000	10	56500001	57000000	1.031	1.012	0.99	0.994
10:57000001-57500000	10	57000001	57500000	0.933	0.963	1.001	0.968
10:58000001-58500000	10	58000001	58500000	0.896	0.975	0.953	0.956
10:58500001-59000000	10	58500001	59000000	1.021	0.963	1.076	0.954
10:59500001-60000000	10	59500001	60000000	1	0.992	0.972	1.077
10:60000001-60500000	10	60000001	60500000	1.017	1.071	1.041	0.994
10:60500001-61000000	10	60500001	61000000	1.037	0.936	0.978	1.161
10:61000001-61500000	10	61000001	61500000	0.967	1.073	1.015	1.161
10:61500001-62000000	10	61500001	62000000	0.966	1.025	0.998	1.158
10:62000001-62500000	10	62000001	62500000	0.951	0.938	0.997	1
10:62500001-63000000	10	62500001	63000000	0.961	1.084	1.027	1.017
10:63000001-63500000	10	63000001	63500000	1.003	0.879	0.894	0.895
10:63500001-64000000	10	63500001	64000000	0.915	1.038	1.059	1.007
10:64000001-64500000	10	64000001	64500000	0.996	1.031	0.983	1.126
10:64500001-65000000	10	64500001	65000000	0.899	1.028	1.012	1.018
10:65000001-65500000	10	65000001	65500000	0.917	0.931	1.132	0.916
10:65500001-66000000	10	65500001	66000000	0.941	1.068	0.94	0.97
10:66000001-66500000	10	66000001	66500000	0.937	0.958	0.996	1.037
10:66500001-67000000	10	66500001	67000000	1.036	1.002	0.984	0.901
10:67000001-67500000	10	67000001	67500000	1.042	0.96	0.926	1.054
10:67500001-68000000	10	67500001	68000000	1.076	0.988	0.991	0.983
10:68000001-68500000	10	68000001	68500000	0.976	0.811	1	0.856
10:68500001-69000000	10	68500001	69000000	0.956	0.908	1.008	0.797
10:69000001-69500000	10	69000001	69500000	0.952	0.988	0.921	0.968
10:70000001-70500000	10	70000001	70500000	1.013	0.943	1.073	0.902
10:70500001-71000000	10	70500001	71000000	0.944	0.963	1.082	0.901
10:71000001-71500000	10	71000001	71500000	1.004	1.013	1.118	1.046
10:71500001-72000000	10	71500001	72000000	0.96	1.088	1.024	0.906
10:72000001-72500000	10	72000001	72500000	0.983	0.969	0.957	0.948
10:72500001-73000000	10	72500001	73000000	0.818	0.889	0.973	0.868
10:73000001-73500000	10	73000001	73500000	0.965	1.031	0.977	0.908
10:73500001-74000000	10	73500001	74000000	0.975	1.059	1.006	0.817
10:74000001-74500000	10	74000001	74500000	0.942	0.988	1.027	0.823
10:74500001-75000000	10	74500001	75000000	0.97	0.894	1.019	0.928
10:75000001-75500000	10	75000001	75500000	0.929	1.014	1.086	0.968
10:75500001-76000000	10	75500001	76000000	1.07	1.056	0.981	1.004
10:76000001-76500000	10	76000001	76500000	1.086	1.016	1.058	1.128
10:76500001-77000000	10	76500001	77000000	1.118	1.025	1.145	0.991
10:77500001-78000000	10	77500001	78000000	1.1	1.05	1.014	0.929
10:78000001-78500000	10	78000001	78500000	1.02	1.197	1.03	0.965
10:78500001-79000000	10	78500001	79000000	1.049	0.99	1.072	0.962
10:80000001-80500000	10	80000001	80500000	1.014	0.985	1.015	0.87
10:80500001-81000000	10	80500001	81000000	1.106	1.032	1.033	1.086
10:81000001-81500000	10	81000001	81500000	0.97	0.93	1.016	0.895
10:81500001-82000000	10	81500001	82000000	1.014	1.004	1.069	0.944
10:82000001-82500000	10	82000001	82500000	0.995	0.96	1.133	0.867
10:82500001-83000000	10	82500001	83000000	1.006	1.062	1.018	0.937
10:83000001-83500000	10	83000001	83500000	0.931	1.079	0.978	1.039
10:83500001-84000000	10	83500001	84000000	0.974	0.975	1.004	0.956
10:84000001-84500000	10	84000001	84500000	0.99	1.044	1.076	1.046
10:84500001-85000000	10	84500001	85000000	1.024	1.026	1.048	1.046
10:85000001-85500000	10	85000001	85500000	1.041	1.01	1.031	0.924
10:85500001-86000000	10	85500001	86000000	0.936	1.089	0.983	1.058
10:86000001-86500000	10	86000001	86500000	0.945	1.033	0.986	0.999
10:86500001-87000000	10	86500001	87000000	1.076	1.019	1.041	0.864
10:87500001-88000000	10	87500001	88000000	0.986	0.902	0.922	0.847
10:88500001-89000000	10	88500001	89000000	1.012	0.971	0.998	0.932
10:89000001-89500000	10	89000001	89500000	0.922	1.033	0.986	1.001
10:90000001-90500000	10	90000001	90500000	0.978	1.019	1.065	1.096
10:90500001-91000000	10	90500001	91000000	0.963	0.98	0.954	0.947
10:91000001-91500000	10	91000001	91500000	1.046	0.927	1.032	0.977
10:91500001-92000000	10	91500001	92000000	0.972	1.017	1.017	0.904
10:92000001-92500000	10	92000001	92500000	0.98	0.955	1.036	1.038
10:92500001-93000000	10	92500001	93000000	0.907	1.067	0.899	0.886
10:93000001-93500000	10	93000001	93500000	0.971	1.015	1.061	0.942
10:93500001-94000000	10	93500001	94000000	1.064	0.915	1.02	1.075
10:94000001-94500000	10	94000001	94500000	1.072	0.916	0.958	0.991
10:95000001-95500000	10	95000001	95500000	1.051	0.978	1.015	0.932
10:95500001-96000000	10	95500001	96000000	0.98	1.054	1.012	1.032
10:96000001-96500000	10	96000001	96500000	0.996	1.011	0.994	0.909
10:96500001-97000000	10	96500001	97000000	0.927	0.979	0.946	0.983
10:97000001-97500000	10	97000001	97500000	0.897	0.973	0.944	0.941
10:97500001-98000000	10	97500001	98000000	1.063	0.973	1.001	0.957
10:98000001-98500000	10	98000001	98500000	0.956	1.015	0.969	1.121
10:98500001-99000000	10	98500001	99000000	1.026	1.13	1.099	0.977
10:99000001-99500000	10	99000001	99500000	0.957	1.07	1.011	1.062
10:99500001-100000000	10	99500001	100000000	0.9	1.021	0.935	0.999
10:100500001-101000000	10	100500001	101000000	0.901	1.01	0.976	1.047
10:101000001-101500000	10	101000001	101500000	0.944	0.946	0.962	1.022
10:101500001-102000000	10	101500001	102000000	0.959	0.916	0.949	0.871
10:102000001-102500000	10	102000001	102500000	0.875	0.994	1.003	0.875
10:102500001-103000000	10	102500001	103000000	0.896	0.925	0.875	0.894
10:103000001-103500000	10	103000001	103500000	0.902	0.906	1.021	1.09
10:103500001-104000000	10	103500001	104000000	0.872	0.882	0.933	0.877
10:104000001-104500000	10	104000001	104500000	0.807	1.008	0.924	0.91
10:104500001-105000000	10	104500001	105000000	1.003	1.123	1.018	1.083
10:105000001-105500000	10	105000001	105500000	1.001	1.078	1.053	1.092
10:105500001-106000000	10	105500001	106000000	0.975	0.973	0.994	0.956
10:106000001-106500000	10	106000001	106500000	0.93	0.943	0.97	0.968
10:106500001-107000000	10	106500001	107000000	0.958	1.075	1.17	0.954
10:107000001-107500000	10	107000001	107500000	0.896	0.952	1.013	0.967
10:107500001-108000000	10	107500001	108000000	0.966	1.006	0.972	0.922
10:108000001-108500000	10	108000001	108500000	0.984	0.944	1.016	0.975
10:108500001-109000000	10	108500001	109000000	1.012	1.07	0.974	0.989
10:109000001-109500000	10	109000001	109500000	1.05	1.109	1.047	1.109
10:110000001-110500000	10	110000001	110500000	0.905	1.015	0.94	0.941
10:110500001-111000000	10	110500001	111000000	0.959	0.926	0.938	0.922
10:111000001-111500000	10	111000001	111500000	0.912	1.043	1.002	0.866
10:111500001-112000000	10	111500001	112000000	0.929	1.019	1.01	1.013
10:112000001-112500000	10	112000001	112500000	0.977	1.088	1.037	1.013
10:113000001-113500000	10	113000001	113500000	0.956	0.927	0.99	0.879
10:113500001-114000000	10	113500001	114000000	1.05	1.042	0.996	1.022
10:114000001-114500000	10	114000001	114500000	0.962	0.908	1.051	0.922
10:114500001-115000000	10	114500001	115000000	0.954	0.94	0.959	0.821
10:115500001-116000000	10	115500001	116000000	0.864	0.997	0.992	1.003
10:116000001-116500000	10	116000001	116500000	0.927	0.992	0.967	0.978
10:116500001-117000000	10	116500001	117000000	1.042	1.044	1.048	0.972
10:117000001-117500000	10	117000001	117500000	0.94	0.996	1.052	1.015
10:117500001-118000000	10	117500001	118000000	0.951	1.196	0.993	1.115
10:118000001-118500000	10	118000001	118500000	1.014	1.065	1.084	1.067
10:118500001-119000000	10	118500001	119000000	0.952	0.941	0.993	0.938
10:119000001-119500000	10	119000001	119500000	0.928	0.935	0.871	0.883
10:119500001-120000000	10	119500001	120000000	0.982	1.076	1.035	0.942
10:120000001-120500000	10	120000001	120500000	0.941	0.986	1.085	0.954
10:120500001-121000000	10	120500001	121000000	0.864	1.022	0.967	0.886
10:121000001-121500000	10	121000001	121500000	1.002	0.964	1.054	1.127
10:121500001-122000000	10	121500001	122000000	0.928	1.122	1.058	1.108
10:122000001-122500000	10	122000001	122500000	0.972	0.985	0.943	1.056
10:122500001-123000000	10	122500001	123000000	0.985	0.994	1.077	0.987
10:123500001-124000000	10	123500001	124000000	0.882	1.043	0.952	1.012
10:124000001-124500000	10	124000001	124500000	0.931	0.985	0.994	0.969
10:124500001-125000000	10	124500001	125000000	0.899	0.961	0.929	0.829
10:125000001-125500000	10	125000001	125500000	0.978	0.978	1.009	0.983
10:126000001-126500000	10	126000001	126500000	0.951	1.06	0.997	0.975
10:126500001-127000000	10	126500001	127000000	0.938	0.994	1.054	0.975
10:127000001-127500000	10	127000001	127500000	0.949	0.945	0.94	0.988
10:127500001-128000000	10	127500001	128000000	1.012	0.902	1.026	0.939
10:128000001-128500000	10	128000001	128500000	0.926	1.007	1.015	0.925
10:128500001-129000000	10	128500001	129000000	0.993	1.003	0.963	0.992
10:129000001-129500000	10	129000001	129500000	0.925	0.925	0.947	0.963
10:130000001-130500000	10	130000001	130500000	0.948	1.01	1	0.929
10:130500001-131000000	10	130500001	131000000	0.943	1.018	1.004	1.039
10:131000001-131500000	10	131000001	131500000	0.957	0.962	0.976	0.821
10:131500001-132000000	10	131500001	132000000	0.925	0.994	1.011	0.884
10:132000001-132500000	10	132000001	132500000	0.988	0.942	1.046	1.051
10:132500001-133000000	10	132500001	133000000	0.941	0.98	0.994	0.907
10:133000001-133500000	10	133000001	133500000	1	1.059	0.998	0.964
11:500001-1000000	11	500001	1000000	0.968	1.043	1.015	0.93
11:1000001-1500000	11	1000001	1500000	1.073	1.127	1.126	1.07
11:1500001-2000000	11	1500001	2000000	1.052	0.916	0.951	1.117
11:2000001-2500000	11	2000001	2500000	1.059	0.982	0.879	0.924
11:2500001-3000000	11	2500001	3000000	1.008	0.962	0.936	0.973
11:4500001-5000000	11	4500001	5000000	1.029	1.065	1.029	1.095
11:5000001-5500000	11	5000001	5500000	1.033	0.963	1.068	1.105
11:5500001-6000000	11	5500001	6000000	0.994	0.965	0.912	1.062
11:6000001-6500000	11	6000001	6500000	1.101	1.026	0.952	0.969
11:6500001-7000000	11	6500001	7000000	0.964	0.965	1.037	0.934
11:7000001-7500000	11	7000001	7500000	1.023	1	0.99	0.981
11:7500001-8000000	11	7500001	8000000	1.112	0.984	1.04	1.079
11:8500001-9000000	11	8500001	9000000	0.972	0.961	1.008	0.945
11:9000001-9500000	11	9000001	9500000	1.019	0.925	0.993	0.915
11:9500001-10000000	11	9500001	10000000	1.01	1.083	1.046	1.006
11:10000001-10500000	11	10000001	10500000	1.073	0.946	1.078	0.964
11:11000001-11500000	11	11000001	11500000	0.969	0.994	1.102	0.977
11:11500001-12000000	11	11500001	12000000	1.012	1.006	0.957	0.974
11:12000001-12500000	11	12000001	12500000	0.977	0.921	0.969	0.959
11:12500001-13000000	11	12500001	13000000	0.968	0.998	1.036	1.047
11:13000001-13500000	11	13000001	13500000	1.061	1.01	0.882	1.063
11:13500001-14000000	11	13500001	14000000	1.046	1.041	0.943	0.983
11:14000001-14500000	11	14000001	14500000	1.027	1.033	1.034	1.047
11:14500001-15000000	11	14500001	15000000	1.067	1.215	1.079	0.968
11:15000001-15500000	11	15000001	15500000	1.052	1.029	1.019	1.071
11:15500001-16000000	11	15500001	16000000	0.951	0.938	1.011	0.941
11:16000001-16500000	11	16000001	16500000	1.123	1.132	1.087	1.014
11:16500001-17000000	11	16500001	17000000	1.056	0.98	0.982	0.926
11:17000001-17500000	11	17000001	17500000	1.005	0.986	1.038	1.062
11:17500001-18000000	11	17500001	18000000	1.03	1.01	1.042	1.035
11:18000001-18500000	11	18000001	18500000	0.987	0.856	0.932	1.056
11:18500001-19000000	11	18500001	19000000	1.083	1.081	1.1	1.052
11:19000001-19500000	11	19000001	19500000	0.984	1.004	1.138	1.013
11:19500001-20000000	11	19500001	20000000	1.028	1.057	1.116	1.044
11:20000001-20500000	11	20000001	20500000	0.97	1.002	0.924	0.947
11:20500001-21000000	11	20500001	21000000	0.959	1.016	0.974	1.006
11:21000001-21500000	11	21000001	21500000	0.979	0.973	1.057	0.957
11:21500001-22000000	11	21500001	22000000	0.938	1.022	1.113	0.999
11:22000001-22500000	11	22000001	22500000	0.984	0.974	1.018	1.035
11:22500001-23000000	11	22500001	23000000	0.91	0.91	0.897	0.886
11:23000001-23500000	11	23000001	23500000	0.996	1.028	0.891	0.922
11:23500001-24000000	11	23500001	24000000	0.924	0.864	0.981	0.961
11:24000001-24500000	11	24000001	24500000	0.867	0.975	0.98	0.992
11:25000001-25500000	11	25000001	25500000	0.863	0.914	0.986	0.942
11:25500001-26000000	11	25500001	26000000	0.876	0.985	0.913	0.952
11:26000001-26500000	11	26000001	26500000	0.901	0.985	0.956	0.922
11:26500001-27000000	11	26500001	27000000	0.869	0.965	1.025	1.024
11:27000001-27500000	11	27000001	27500000	0.965	0.889	0.932	0.955
11:28000001-28500000	11	28000001	28500000	0.925	0.99	0.982	0.962
11:28500001-29000000	11	28500001	29000000	0.975	0.995	1.01	0.91
11:29000001-29500000	11	29000001	29500000	0.946	1.059	1.033	0.986
11:29500001-30000000	11	29500001	30000000	0.935	0.948	1.004	0.964
11:30000001-30500000	11	30000001	30500000	0.914	0.945	1.043	0.998
11:30500001-31000000	11	30500001	31000000	1.01	1.075	1.033	0.968
11:31000001-31500000	11	31000001	31500000	1.001	1.062	1.093	1.918
11:31500001-32000000	11	31500001	32000000	0.963	1.075	1.038	1.923
11:32000001-32500000	11	32000001	32500000	0.968	0.927	1.051	1
11:32500001-33000000	11	32500001	33000000	1.063	1.013	0.961	1.349
11:33000001-33500000	11	33000001	33500000	0.959	1.079	0.842	0.946
11:33500001-34000000	11	33500001	34000000	0.981	0.986	0.902	1.088
11:34000001-34500000	11	34000001	34500000	0.969	0.967	0.938	0.983
11:34500001-35000000	11	34500001	35000000	0.956	0.993	0.914	1.072
11:35500001-36000000	11	35500001	36000000	1.035	1.092	1.122	2.186
11:36000001-36500000	11	36000001	36500000	0.965	0.94	0.932	2.171
11:36500001-37000000	11	36500001	37000000	1.05	0.973	1.11	1.585
11:37000001-37500000	11	37000001	37500000	0.937	1.075	0.971	1.055
11:37500001-38000000	11	37500001	38000000	0.969	1.039	0.954	1.013
11:38000001-38500000	11	38000001	38500000	1.04	0.981	1.047	1.007
11:38500001-39000000	11	38500001	39000000	1.001	0.98	0.988	0.888
11:39000001-39500000	11	39000001	39500000	1.063	0.891	1.053	1.224
11:39500001-40000000	11	39500001	40000000	1.022	1.057	1.035	1.293
11:40000001-40500000	11	40000001	40500000	1.004	1.05	1.006	1.593
11:40500001-41000000	11	40500001	41000000	0.979	1.068	1	1.721
11:41000001-41500000	11	41000001	41500000	0.915	0.953	0.962	1.738
11:41500001-42000000	11	41500001	42000000	0.894	0.991	1	1.782
11:42000001-42500000	11	42000001	42500000	1.049	1	0.936	1.885
11:42500001-43000000	11	42500001	43000000	1.022	1.019	1.097	1.752
11:43000001-43500000	11	43000001	43500000	0.989	0.941	1	1.63
11:43500001-44000000	11	43500001	44000000	1.015	0.976	0.984	1.02
11:44000001-44500000	11	44000001	44500000	0.999	1.071	1.094	0.99
11:44500001-45000000	11	44500001	45000000	0.969	0.965	1.001	1.074
11:45000001-45500000	11	45000001	45500000	1.023	1.069	1.02	1.037
11:45500001-46000000	11	45500001	46000000	0.966	1.051	0.992	1.079
11:46000001-46500000	11	46000001	46500000	1	1.004	0.956	0.829
11:46500001-47000000	11	46500001	47000000	0.982	1.053	0.937	0.905
11:47500001-48000000	11	47500001	48000000	0.927	1.001	0.985	0.823
11:55500001-56000000	11	55500001	56000000	1.04	1.013	1.051	1.086
11:56000001-56500000	11	56000001	56500000	0.927	0.98	0.958	0.86
11:56500001-57000000	11	56500001	57000000	1.052	1.022	1.028	0.912
11:57000001-57500000	11	57000001	57500000	0.924	1.031	1.062	1.029
11:57500001-58000000	11	57500001	58000000	1.072	0.976	0.956	0.997
11:58000001-58500000	11	58000001	58500000	0.971	0.914	1.065	1.196
11:58500001-59000000	11	58500001	59000000	0.883	0.913	0.942	0.848
11:59000001-59500000	11	59000001	59500000	0.946	1.006	1.026	0.887
11:59500001-60000000	11	59500001	60000000	0.877	0.986	0.978	0.901
11:60000001-60500000	11	60000001	60500000	1.041	1.109	1.096	0.891
11:60500001-61000000	11	60500001	61000000	1.024	1.02	1.091	1.005
11:61000001-61500000	11	61000001	61500000	1.138	1.054	1.095	0.938
11:61500001-62000000	11	61500001	62000000	1.059	1.031	1.069	0.948
11:62000001-62500000	11	62000001	62500000	1.181	1.14	1.037	1.018
11:62500001-63000000	11	62500001	63000000	0.97	0.881	0.999	0.888
11:63500001-64000000	11	63500001	64000000	0.955	0.957	1.009	0.987
11:64500001-65000000	11	64500001	65000000	0.898	1.018	0.92	0.817
11:65500001-66000000	11	65500001	66000000	0.878	0.933	0.926	0.804
11:66000001-66500000	11	66000001	66500000	0.893	1.051	0.926	0.988
11:66500001-67000000	11	66500001	67000000	1.073	0.957	1.047	1.014
11:67000001-67500000	11	67000001	67500000	0.999	0.961	0.954	0.915
11:68000001-68500000	11	68000001	68500000	1.362	0.98	0.932	1.12
11:68500001-69000000	11	68500001	69000000	1.544	1	1.071	1.358
11:69000001-69500000	11	69000001	69500000	1.551	1.062	0.953	1.456
11:69500001-70000000	11	69500001	70000000	1.706	1.046	1.046	1.473
11:70000001-70500000	11	70000001	70500000	1.704	1.097	1.014	1.578
11:70500001-71000000	11	70500001	71000000	1.644	0.966	0.992	1.501
11:71000001-71500000	11	71000001	71500000	1.055	1.057	1.029	1.028
11:72000001-72500000	11	72000001	72500000	0.835	0.998	0.996	0.851
11:72500001-73000000	11	72500001	73000000	0.892	0.972	1.093	0.825
11:73000001-73500000	11	73000001	73500000	0.881	0.928	0.86	0.923
11:74000001-74500000	11	74000001	74500000	0.902	0.983	1.016	0.88
11:74500001-75000000	11	74500001	75000000	0.908	0.947	1.017	1.003
11:75000001-75500000	11	75000001	75500000	1.05	0.943	1.064	1.028
11:75500001-76000000	11	75500001	76000000	0.951	0.952	1.024	1.046
11:76000001-76500000	11	76000001	76500000	0.87	0.912	0.943	0.905
11:76500001-77000000	11	76500001	77000000	1.098	1.007	1.036	1.169
11:77000001-77500000	11	77000001	77500000	1.407	0.942	0.956	1.393
11:77500001-78000000	11	77500001	78000000	1.532	0.977	1.062	1.281
11:78000001-78500000	11	78000001	78500000	1.579	1	0.872	1.414
11:78500001-79000000	11	78500001	79000000	1.304	1.076	1.008	1.125
