feature	chromosome	start	end	SLX-17922.D710tp_D504tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D503tp.HC22VBBXY.s_3.r_1
9:25500001-26000000	9	25500001	26000000	0.826	0.904
9:26000001-26500000	9	26000001	26500000	0.937	1.075
9:26500001-27000000	9	26500001	27000000	0.956	1.022
9:27000001-27500000	9	27000001	27500000	0.88	1.056
9:27500001-28000000	9	27500001	28000000	0.913	0.973
9:28000001-28500000	9	28000001	28500000	0.949	0.935
9:28500001-29000000	9	28500001	29000000	0.969	1.009
9:29000001-29500000	9	29000001	29500000	0.876	1.02
9:29500001-30000000	9	29500001	30000000	0.908	1
9:30000001-30500000	9	30000001	30500000	0.96	1.009
9:30500001-31000000	9	30500001	31000000	0.86	1.017
9:31500001-32000000	9	31500001	32000000	1.003	1.042
9:32000001-32500000	9	32000001	32500000	1.03	0.923
9:32500001-33000000	9	32500001	33000000	0.987	1.013
9:33000001-33500000	9	33000001	33500000	0.95	0.987
9:34000001-34500000	9	34000001	34500000	1.001	1.033
9:35000001-35500000	9	35000001	35500000	0.917	1.003
9:35500001-36000000	9	35500001	36000000	0.896	0.851
9:36500001-37000000	9	36500001	37000000	1.001	1.059
9:37000001-37500000	9	37000001	37500000	0.859	0.976
9:37500001-38000000	9	37500001	38000000	0.909	0.939
9:38000001-38500000	9	38000001	38500000	0.98	0.989
9:68500001-69000000	9	68500001	69000000	0.988	0.968
9:69000001-69500000	9	69000001	69500000	1.089	1.142
9:69500001-70000000	9	69500001	70000000	1.062	1.062
9:70000001-70500000	9	70000001	70500000	0.973	1.025
9:70500001-71000000	9	70500001	71000000	0.981	1.098
9:71000001-71500000	9	71000001	71500000	1.017	1.012
9:71500001-72000000	9	71500001	72000000	1.053	0.986
9:72000001-72500000	9	72000001	72500000	0.983	0.915
9:73000001-73500000	9	73000001	73500000	0.97	1.049
9:73500001-74000000	9	73500001	74000000	0.993	1.049
9:74000001-74500000	9	74000001	74500000	0.909	1.038
9:74500001-75000000	9	74500001	75000000	1.001	0.993
9:75000001-75500000	9	75000001	75500000	0.981	1.014
9:75500001-76000000	9	75500001	76000000	1.005	1.046
9:76000001-76500000	9	76000001	76500000	0.969	1.023
9:76500001-77000000	9	76500001	77000000	1.039	0.966
9:77000001-77500000	9	77000001	77500000	0.994	1.086
9:77500001-78000000	9	77500001	78000000	1.101	1.111
9:78000001-78500000	9	78000001	78500000	1.112	1.028
9:79000001-79500000	9	79000001	79500000	1.057	1.075
9:80000001-80500000	9	80000001	80500000	1.008	0.89
9:81000001-81500000	9	81000001	81500000	1.016	1.088
9:82500001-83000000	9	82500001	83000000	1.132	1.12
9:83000001-83500000	9	83000001	83500000	1.034	0.945
9:83500001-84000000	9	83500001	84000000	0.951	0.856
9:84000001-84500000	9	84000001	84500000	1.062	1.046
9:84500001-85000000	9	84500001	85000000	1.021	1.04
9:85000001-85500000	9	85000001	85500000	0.996	1.091
9:85500001-86000000	9	85500001	86000000	1.113	1.012
9:86000001-86500000	9	86000001	86500000	1.082	0.96
9:86500001-87000000	9	86500001	87000000	0.973	1.005
9:87000001-87500000	9	87000001	87500000	1.035	1.132
9:87500001-88000000	9	87500001	88000000	1.036	1.008
9:88000001-88500000	9	88000001	88500000	1.056	1.132
9:88500001-89000000	9	88500001	89000000	0.927	1.039
9:89000001-89500000	9	89000001	89500000	1.056	0.902
9:89500001-90000000	9	89500001	90000000	0.999	1.056
9:90000001-90500000	9	90000001	90500000	1.098	1.048
9:90500001-91000000	9	90500001	91000000	1.095	1.045
9:91000001-91500000	9	91000001	91500000	0.922	1.053
9:91500001-92000000	9	91500001	92000000	0.995	0.985
9:93000001-93500000	9	93000001	93500000	0.976	0.934
9:93500001-94000000	9	93500001	94000000	0.958	0.957
9:94500001-95000000	9	94500001	95000000	0.984	1.037
9:95000001-95500000	9	95000001	95500000	0.975	0.977
9:96000001-96500000	9	96000001	96500000	1.041	1.012
9:97500001-98000000	9	97500001	98000000	0.963	1.06
9:98000001-98500000	9	98000001	98500000	1.107	0.939
9:98500001-99000000	9	98500001	99000000	1.042	1.045
9:99000001-99500000	9	99000001	99500000	1.033	1.061
9:99500001-100000000	9	99500001	100000000	1.003	0.996
9:100000001-100500000	9	100000001	100500000	0.921	1.02
9:100500001-101000000	9	100500001	101000000	1.019	1.088
9:101000001-101500000	9	101000001	101500000	1.03	0.943
9:101500001-102000000	9	101500001	102000000	1.104	1.022
9:102000001-102500000	9	102000001	102500000	0.909	1.021
9:102500001-103000000	9	102500001	103000000	0.982	0.977
9:103000001-103500000	9	103000001	103500000	1.032	0.929
9:103500001-104000000	9	103500001	104000000	1.006	0.992
9:104000001-104500000	9	104000001	104500000	1.043	0.926
9:104500001-105000000	9	104500001	105000000	0.969	1.034
9:105000001-105500000	9	105000001	105500000	1.043	1.014
9:105500001-106000000	9	105500001	106000000	1.037	1
9:106000001-106500000	9	106000001	106500000	1.121	1.164
9:106500001-107000000	9	106500001	107000000	1.059	1.051
9:107000001-107500000	9	107000001	107500000	1.016	1.107
9:107500001-108000000	9	107500001	108000000	0.894	1.104
9:108000001-108500000	9	108000001	108500000	1.031	1.019
9:108500001-109000000	9	108500001	109000000	1.074	1.079
9:109000001-109500000	9	109000001	109500000	0.988	0.947
9:109500001-110000000	9	109500001	110000000	1.026	0.931
9:110000001-110500000	9	110000001	110500000	1.095	1.102
9:110500001-111000000	9	110500001	111000000	1.088	1.118
9:111000001-111500000	9	111000001	111500000	0.989	1.086
9:111500001-112000000	9	111500001	112000000	0.936	1.066
9:112000001-112500000	9	112000001	112500000	0.91	0.948
9:112500001-113000000	9	112500001	113000000	0.957	0.958
9:113000001-113500000	9	113000001	113500000	0.992	1.045
9:113500001-114000000	9	113500001	114000000	0.959	0.99
9:114000001-114500000	9	114000001	114500000	0.953	1.011
9:114500001-115000000	9	114500001	115000000	1.071	0.984
9:115000001-115500000	9	115000001	115500000	1.013	1.036
9:115500001-116000000	9	115500001	116000000	1.006	1.044
9:116000001-116500000	9	116000001	116500000	1.03	1.039
9:116500001-117000000	9	116500001	117000000	0.995	0.962
9:117500001-118000000	9	117500001	118000000	0.972	1.093
9:118000001-118500000	9	118000001	118500000	0.97	1.005
9:118500001-119000000	9	118500001	119000000	0.894	1.026
9:119000001-119500000	9	119000001	119500000	0.999	0.999
9:119500001-120000000	9	119500001	120000000	0.972	0.933
9:120000001-120500000	9	120000001	120500000	1.105	1.048
9:120500001-121000000	9	120500001	121000000	0.863	0.945
9:121000001-121500000	9	121000001	121500000	0.927	0.907
9:121500001-122000000	9	121500001	122000000	0.994	0.959
9:122000001-122500000	9	122000001	122500000	0.954	1.015
9:123000001-123500000	9	123000001	123500000	1.032	1.044
9:123500001-124000000	9	123500001	124000000	1.053	0.98
9:124000001-124500000	9	124000001	124500000	1.043	0.965
9:124500001-125000000	9	124500001	125000000	1.016	0.982
9:125000001-125500000	9	125000001	125500000	1.012	1.085
9:125500001-126000000	9	125500001	126000000	0.965	0.966
9:126000001-126500000	9	126000001	126500000	1.028	1.035
9:126500001-127000000	9	126500001	127000000	1.06	1.071
9:127000001-127500000	9	127000001	127500000	0.983	1.002
9:127500001-128000000	9	127500001	128000000	0.96	1.007
9:128000001-128500000	9	128000001	128500000	0.879	1.001
9:128500001-129000000	9	128500001	129000000	0.955	0.995
9:129000001-129500000	9	129000001	129500000	0.919	1.041
9:130000001-130500000	9	130000001	130500000	0.903	1.111
9:130500001-131000000	9	130500001	131000000	1.11	1.064
9:131000001-131500000	9	131000001	131500000	0.972	1.005
9:131500001-132000000	9	131500001	132000000	0.978	1.029
9:132000001-132500000	9	132000001	132500000	1.025	1.023
9:132500001-133000000	9	132500001	133000000	1.016	0.952
9:133000001-133500000	9	133000001	133500000	1.002	1.082
9:133500001-134000000	9	133500001	134000000	0.996	1.064
9:134500001-135000000	9	134500001	135000000	1.007	1.03
9:135000001-135500000	9	135000001	135500000	0.951	0.981
9:135500001-136000000	9	135500001	136000000	1.037	0.964
9:136000001-136500000	9	136000001	136500000	0.847	0.968
9:136500001-137000000	9	136500001	137000000	0.897	1.008
9:137000001-137500000	9	137000001	137500000	1.03	0.975
9:137500001-138000000	9	137500001	138000000	1.074	1.074
10:1-500000	10	1	500000	0.992	0.954
10:500001-1000000	10	500001	1000000	0.892	0.923
10:1000001-1500000	10	1000001	1500000	1.013	1.053
10:1500001-2000000	10	1500001	2000000	0.942	0.952
10:2500001-3000000	10	2500001	3000000	0.914	0.983
10:3000001-3500000	10	3000001	3500000	0.864	0.917
10:3500001-4000000	10	3500001	4000000	0.927	0.889
10:4000001-4500000	10	4000001	4500000	0.936	0.921
10:4500001-5000000	10	4500001	5000000	0.843	0.877
10:5000001-5500000	10	5000001	5500000	0.999	0.968
10:5500001-6000000	10	5500001	6000000	0.906	0.946
10:6000001-6500000	10	6000001	6500000	0.933	0.924
10:6500001-7000000	10	6500001	7000000	1.045	1.105
10:7000001-7500000	10	7000001	7500000	0.946	1.036
10:7500001-8000000	10	7500001	8000000	0.934	1.06
10:8000001-8500000	10	8000001	8500000	0.997	1.018
10:8500001-9000000	10	8500001	9000000	0.836	1.087
10:9000001-9500000	10	9000001	9500000	0.89	1.154
10:9500001-10000000	10	9500001	10000000	1.071	1.004
10:10000001-10500000	10	10000001	10500000	0.966	0.999
10:10500001-11000000	10	10500001	11000000	0.967	1.005
10:11000001-11500000	10	11000001	11500000	0.868	0.955
10:11500001-12000000	10	11500001	12000000	0.97	0.986
10:12000001-12500000	10	12000001	12500000	1	1.1
10:12500001-13000000	10	12500001	13000000	0.975	1.129
10:13000001-13500000	10	13000001	13500000	0.889	0.983
10:13500001-14000000	10	13500001	14000000	0.946	0.997
10:14000001-14500000	10	14000001	14500000	0.938	0.969
10:14500001-15000000	10	14500001	15000000	0.851	0.886
10:15000001-15500000	10	15000001	15500000	0.923	1.056
10:15500001-16000000	10	15500001	16000000	0.966	1.018
10:16000001-16500000	10	16000001	16500000	0.897	0.924
10:16500001-17000000	10	16500001	17000000	0.961	0.95
10:17000001-17500000	10	17000001	17500000	0.856	0.88
10:17500001-18000000	10	17500001	18000000	0.906	1.031
10:18000001-18500000	10	18000001	18500000	0.974	1.094
10:18500001-19000000	10	18500001	19000000	0.905	0.923
10:19000001-19500000	10	19000001	19500000	0.9	0.996
10:20000001-20500000	10	20000001	20500000	0.936	1.094
10:20500001-21000000	10	20500001	21000000	0.996	1.057
10:21000001-21500000	10	21000001	21500000	0.958	0.974
10:21500001-22000000	10	21500001	22000000	0.937	1.005
10:22000001-22500000	10	22000001	22500000	0.897	1.14
10:22500001-23000000	10	22500001	23000000	0.93	1.001
10:23000001-23500000	10	23000001	23500000	0.968	1.047
10:23500001-24000000	10	23500001	24000000	1.015	1.178
10:24000001-24500000	10	24000001	24500000	0.899	0.934
10:24500001-25000000	10	24500001	25000000	0.886	0.972
10:25000001-25500000	10	25000001	25500000	0.999	0.97
10:26000001-26500000	10	26000001	26500000	0.964	0.997
10:27000001-27500000	10	27000001	27500000	0.883	1.013
10:27500001-28000000	10	27500001	28000000	0.86	0.893
10:28000001-28500000	10	28000001	28500000	0.873	0.91
10:28500001-29000000	10	28500001	29000000	0.99	1.012
10:29000001-29500000	10	29000001	29500000	0.864	0.909
10:29500001-30000000	10	29500001	30000000	0.946	1.011
10:30000001-30500000	10	30000001	30500000	0.9	1.018
10:31000001-31500000	10	31000001	31500000	0.935	1.06
10:31500001-32000000	10	31500001	32000000	0.945	1.019
10:32000001-32500000	10	32000001	32500000	0.959	0.885
10:32500001-33000000	10	32500001	33000000	0.921	1.03
10:33000001-33500000	10	33000001	33500000	0.903	1
10:33500001-34000000	10	33500001	34000000	0.886	1.034
10:34000001-34500000	10	34000001	34500000	0.891	1.075
10:34500001-35000000	10	34500001	35000000	0.917	1.079
10:35000001-35500000	10	35000001	35500000	0.928	1.001
10:35500001-36000000	10	35500001	36000000	0.987	0.923
10:36500001-37000000	10	36500001	37000000	0.898	0.981
10:43000001-43500000	10	43000001	43500000	0.866	0.927
10:43500001-44000000	10	43500001	44000000	1.01	1.077
10:44000001-44500000	10	44000001	44500000	1.068	1.032
10:44500001-45000000	10	44500001	45000000	0.952	0.961
10:45000001-45500000	10	45000001	45500000	0.963	0.996
10:47000001-47500000	10	47000001	47500000	0.954	1.14
10:48500001-49000000	10	48500001	49000000	0.968	0.984
10:49000001-49500000	10	49000001	49500000	1.016	1.107
10:50500001-51000000	10	50500001	51000000	0.897	1.042
10:51000001-51500000	10	51000001	51500000	0.96	0.958
10:51500001-52000000	10	51500001	52000000	0.941	1.058
10:52000001-52500000	10	52000001	52500000	0.988	1.078
10:52500001-53000000	10	52500001	53000000	0.905	0.925
10:53000001-53500000	10	53000001	53500000	0.889	0.889
10:53500001-54000000	10	53500001	54000000	0.888	0.962
10:54000001-54500000	10	54000001	54500000	0.841	0.929
10:54500001-55000000	10	54500001	55000000	0.931	0.953
10:55000001-55500000	10	55000001	55500000	0.923	0.946
10:56000001-56500000	10	56000001	56500000	0.9	0.951
10:56500001-57000000	10	56500001	57000000	0.88	1.014
10:57000001-57500000	10	57000001	57500000	0.815	0.907
10:58000001-58500000	10	58000001	58500000	0.941	1.057
10:58500001-59000000	10	58500001	59000000	0.966	1.03
10:59500001-60000000	10	59500001	60000000	0.949	1.093
10:60000001-60500000	10	60000001	60500000	0.982	1.052
10:60500001-61000000	10	60500001	61000000	0.951	1.096
10:61000001-61500000	10	61000001	61500000	0.952	1.01
10:61500001-62000000	10	61500001	62000000	0.946	0.991
10:62000001-62500000	10	62000001	62500000	0.935	1.007
10:62500001-63000000	10	62500001	63000000	0.971	1.076
10:63000001-63500000	10	63000001	63500000	0.937	1.025
10:63500001-64000000	10	63500001	64000000	0.913	0.942
10:64000001-64500000	10	64000001	64500000	0.939	0.961
10:64500001-65000000	10	64500001	65000000	0.909	1.034
10:65000001-65500000	10	65000001	65500000	0.911	0.98
10:65500001-66000000	10	65500001	66000000	0.968	1.038
10:66000001-66500000	10	66000001	66500000	0.866	0.907
10:66500001-67000000	10	66500001	67000000	1.005	0.952
10:67000001-67500000	10	67000001	67500000	0.918	0.89
10:67500001-68000000	10	67500001	68000000	1.024	1.003
10:68000001-68500000	10	68000001	68500000	0.854	0.936
10:68500001-69000000	10	68500001	69000000	0.926	1.001
10:69000001-69500000	10	69000001	69500000	0.909	0.961
10:70000001-70500000	10	70000001	70500000	0.865	1.026
10:70500001-71000000	10	70500001	71000000	1.059	1.072
10:71000001-71500000	10	71000001	71500000	0.888	1.085
10:71500001-72000000	10	71500001	72000000	0.983	1.038
10:72000001-72500000	10	72000001	72500000	0.933	1.005
10:72500001-73000000	10	72500001	73000000	0.954	1.058
10:73000001-73500000	10	73000001	73500000	0.847	0.943
10:73500001-74000000	10	73500001	74000000	1.072	0.968
10:74000001-74500000	10	74000001	74500000	0.878	1.033
10:74500001-75000000	10	74500001	75000000	0.916	0.998
10:75000001-75500000	10	75000001	75500000	0.917	0.99
10:75500001-76000000	10	75500001	76000000	0.992	1.023
10:76000001-76500000	10	76000001	76500000	0.984	1.084
10:76500001-77000000	10	76500001	77000000	0.994	1.057
10:77500001-78000000	10	77500001	78000000	0.993	0.995
10:78000001-78500000	10	78000001	78500000	1.034	0.969
10:78500001-79000000	10	78500001	79000000	1.053	1.169
10:80000001-80500000	10	80000001	80500000	0.903	1.119
10:80500001-81000000	10	80500001	81000000	1.026	1.027
10:81000001-81500000	10	81000001	81500000	0.839	1.011
10:81500001-82000000	10	81500001	82000000	0.986	0.971
10:82000001-82500000	10	82000001	82500000	0.87	1.047
10:82500001-83000000	10	82500001	83000000	0.941	0.94
10:83000001-83500000	10	83000001	83500000	0.912	1.023
10:83500001-84000000	10	83500001	84000000	0.915	0.927
10:84000001-84500000	10	84000001	84500000	0.961	1.064
10:84500001-85000000	10	84500001	85000000	0.928	1.025
10:85000001-85500000	10	85000001	85500000	0.865	0.9
10:85500001-86000000	10	85500001	86000000	0.971	1.077
10:86000001-86500000	10	86000001	86500000	0.922	1.031
10:86500001-87000000	10	86500001	87000000	1.022	1.089
10:87500001-88000000	10	87500001	88000000	0.843	0.963
10:88500001-89000000	10	88500001	89000000	0.99	1.033
10:89000001-89500000	10	89000001	89500000	1.009	0.979
10:90000001-90500000	10	90000001	90500000	0.871	1.072
10:90500001-91000000	10	90500001	91000000	0.904	0.909
10:91000001-91500000	10	91000001	91500000	1.083	0.917
10:91500001-92000000	10	91500001	92000000	0.911	0.967
10:92000001-92500000	10	92000001	92500000	0.931	1.025
10:92500001-93000000	10	92500001	93000000	1.015	0.916
10:93000001-93500000	10	93000001	93500000	1.043	0.988
10:93500001-94000000	10	93500001	94000000	0.963	0.94
10:94000001-94500000	10	94000001	94500000	0.94	0.939
10:95000001-95500000	10	95000001	95500000	0.961	1.079
10:95500001-96000000	10	95500001	96000000	0.973	0.984
10:96000001-96500000	10	96000001	96500000	0.899	1.005
10:96500001-97000000	10	96500001	97000000	0.918	0.92
10:97000001-97500000	10	97000001	97500000	0.875	1.066
10:97500001-98000000	10	97500001	98000000	0.966	1.069
10:98000001-98500000	10	98000001	98500000	0.949	1.123
10:98500001-99000000	10	98500001	99000000	0.972	1.087
10:99000001-99500000	10	99000001	99500000	1.001	1
10:99500001-100000000	10	99500001	100000000	0.966	1.009
10:100500001-101000000	10	100500001	101000000	0.886	1.103
10:101000001-101500000	10	101000001	101500000	1.068	1.086
10:101500001-102000000	10	101500001	102000000	0.963	1.003
10:102000001-102500000	10	102000001	102500000	1.019	0.919
10:102500001-103000000	10	102500001	103000000	0.905	0.975
10:103000001-103500000	10	103000001	103500000	0.95	1.089
10:103500001-104000000	10	103500001	104000000	0.902	1.004
10:104000001-104500000	10	104000001	104500000	0.923	0.976
10:104500001-105000000	10	104500001	105000000	1.029	1.068
10:105000001-105500000	10	105000001	105500000	0.891	1.012
10:105500001-106000000	10	105500001	106000000	0.904	1.049
10:106000001-106500000	10	106000001	106500000	0.901	0.952
10:106500001-107000000	10	106500001	107000000	0.902	1.033
10:107000001-107500000	10	107000001	107500000	0.811	0.959
10:107500001-108000000	10	107500001	108000000	0.866	0.945
10:108000001-108500000	10	108000001	108500000	0.979	0.991
10:108500001-109000000	10	108500001	109000000	0.897	1.002
10:109000001-109500000	10	109000001	109500000	0.971	0.918
10:110000001-110500000	10	110000001	110500000	0.933	0.992
10:110500001-111000000	10	110500001	111000000	0.874	1.035
10:111000001-111500000	10	111000001	111500000	0.962	0.983
10:111500001-112000000	10	111500001	112000000	0.996	0.916
10:112000001-112500000	10	112000001	112500000	0.94	1.036
10:113000001-113500000	10	113000001	113500000	0.913	0.943
10:113500001-114000000	10	113500001	114000000	0.917	1.118
10:114000001-114500000	10	114000001	114500000	0.985	1.06
10:114500001-115000000	10	114500001	115000000	0.867	1.055
10:115500001-116000000	10	115500001	116000000	0.995	1.031
10:116000001-116500000	10	116000001	116500000	0.942	1.016
10:116500001-117000000	10	116500001	117000000	0.954	1.023
10:117000001-117500000	10	117000001	117500000	0.99	1.06
10:117500001-118000000	10	117500001	118000000	0.863	1.005
10:118000001-118500000	10	118000001	118500000	1	1.007
10:118500001-119000000	10	118500001	119000000	0.972	1.094
10:119000001-119500000	10	119000001	119500000	0.845	0.999
10:119500001-120000000	10	119500001	120000000	0.922	0.977
10:120000001-120500000	10	120000001	120500000	0.859	0.962
10:120500001-121000000	10	120500001	121000000	0.963	0.972
