feature	chromosome	start	end	SLX-17922.D701tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D705tp_D505tp.HC22GBBXY.s_6.r_1	SLX-16150.D704tp_D505tp.HC22VBBXY.s_3.r_1
8:93500001-94000000	8	93500001	94000000	1.035	0.913	0.949
8:94000001-94500000	8	94000001	94500000	1.006	1.062	1.057
8:94500001-95000000	8	94500001	95000000	0.895	0.892	0.827
8:95000001-95500000	8	95000001	95500000	0.99	1.009	1.005
8:95500001-96000000	8	95500001	96000000	0.989	1.044	1.091
8:96000001-96500000	8	96000001	96500000	1.08	1.015	0.994
8:96500001-97000000	8	96500001	97000000	1.026	0.977	0.994
8:97000001-97500000	8	97000001	97500000	1.084	1.041	0.958
8:98000001-98500000	8	98000001	98500000	0.978	1.038	0.86
8:98500001-99000000	8	98500001	99000000	1.019	1.088	1.037
8:99500001-100000000	8	99500001	100000000	1.008	1.123	0.962
8:100000001-100500000	8	100000001	100500000	1.023	1.051	1.022
8:100500001-101000000	8	100500001	101000000	0.946	0.882	0.913
8:101000001-101500000	8	101000001	101500000	0.982	1.084	0.995
8:101500001-102000000	8	101500001	102000000	1.02	0.986	1.108
8:102000001-102500000	8	102000001	102500000	1.055	1.072	1.025
8:103500001-104000000	8	103500001	104000000	1.024	1.014	0.961
8:104000001-104500000	8	104000001	104500000	1.018	0.963	1.135
8:104500001-105000000	8	104500001	105000000	0.992	1.013	1.135
8:105000001-105500000	8	105000001	105500000	1.052	0.947	1.118
8:105500001-106000000	8	105500001	106000000	1.045	0.988	1.038
8:106000001-106500000	8	106000001	106500000	1.019	1.048	1.097
8:106500001-107000000	8	106500001	107000000	0.998	0.925	1.066
8:107000001-107500000	8	107000001	107500000	1.005	1.064	0.934
8:107500001-108000000	8	107500001	108000000	0.982	1.038	1.134
8:108000001-108500000	8	108000001	108500000	1.05	1.04	0.985
8:109000001-109500000	8	109000001	109500000	0.984	1.01	0.979
8:109500001-110000000	8	109500001	110000000	1.002	1.085	1.008
8:110000001-110500000	8	110000001	110500000	1.036	1.005	0.931
8:111500001-112000000	8	111500001	112000000	0.97	0.973	1.095
8:112000001-112500000	8	112000001	112500000	0.975	0.857	1.066
8:112500001-113000000	8	112500001	113000000	0.984	1.027	1.179
8:113000001-113500000	8	113000001	113500000	1.007	0.988	1.032
8:113500001-114000000	8	113500001	114000000	0.969	0.902	1.121
8:114000001-114500000	8	114000001	114500000	1.04	0.921	1.03
8:114500001-115000000	8	114500001	115000000	0.977	0.982	1.078
8:115000001-115500000	8	115000001	115500000	1.027	1.067	1.062
8:115500001-116000000	8	115500001	116000000	0.99	1.067	1.049
8:116000001-116500000	8	116000001	116500000	1.026	1.117	1.074
8:116500001-117000000	8	116500001	117000000	0.994	1.001	0.973
8:117000001-117500000	8	117000001	117500000	1.029	1.046	1.055
8:117500001-118000000	8	117500001	118000000	1.045	0.885	1.13
8:118000001-118500000	8	118000001	118500000	0.998	0.961	1.099
8:118500001-119000000	8	118500001	119000000	1.025	1.019	1.138
8:119000001-119500000	8	119000001	119500000	1.107	1.101	1.134
8:119500001-120000000	8	119500001	120000000	1.06	1.073	1.165
8:120500001-121000000	8	120500001	121000000	1.037	1.044	0.895
8:121000001-121500000	8	121000001	121500000	1.168	1.038	1.212
8:121500001-122000000	8	121500001	122000000	1.052	1.104	0.929
8:122000001-122500000	8	122000001	122500000	0.986	1.054	0.991
8:122500001-123000000	8	122500001	123000000	0.959	1.088	1.026
8:123000001-123500000	8	123000001	123500000	0.894	0.925	0.991
8:123500001-124000000	8	123500001	124000000	1.029	1.036	1.127
8:124000001-124500000	8	124000001	124500000	0.978	0.984	1.067
8:124500001-125000000	8	124500001	125000000	0.925	0.971	1.052
8:125000001-125500000	8	125000001	125500000	0.974	0.964	1.161
8:125500001-126000000	8	125500001	126000000	1.102	1	1.061
8:126000001-126500000	8	126000001	126500000	0.964	0.953	1.113
8:126500001-127000000	8	126500001	127000000	1.016	1.012	1.019
8:128000001-128500000	8	128000001	128500000	1.072	1.059	1.077
8:128500001-129000000	8	128500001	129000000	1.205	1.056	1.089
8:129000001-129500000	8	129000001	129500000	1.035	1.086	1.048
8:129500001-130000000	8	129500001	130000000	1.027	0.953	0.991
8:130000001-130500000	8	130000001	130500000	0.97	0.863	1.027
8:130500001-131000000	8	130500001	131000000	0.991	1.056	0.875
8:131000001-131500000	8	131000001	131500000	0.963	1.065	1.132
8:131500001-132000000	8	131500001	132000000	1.048	1.044	1.14
8:132000001-132500000	8	132000001	132500000	0.974	1.125	1.07
8:132500001-133000000	8	132500001	133000000	0.989	0.986	1.036
8:133000001-133500000	8	133000001	133500000	1.002	1.001	0.977
8:134000001-134500000	8	134000001	134500000	1.098	0.956	1.17
8:134500001-135000000	8	134500001	135000000	0.958	0.973	0.991
8:135000001-135500000	8	135000001	135500000	1.05	1.097	1.007
8:135500001-136000000	8	135500001	136000000	0.951	1.009	0.992
8:136000001-136500000	8	136000001	136500000	0.98	0.962	1.003
8:136500001-137000000	8	136500001	137000000	0.946	0.932	0.857
8:137000001-137500000	8	137000001	137500000	0.884	1.023	0.944
8:137500001-138000000	8	137500001	138000000	1.11	1.025	1.129
8:138000001-138500000	8	138000001	138500000	1.047	0.97	1.109
8:138500001-139000000	8	138500001	139000000	0.969	0.998	1.03
8:139000001-139500000	8	139000001	139500000	1.004	1.005	1.004
8:139500001-140000000	8	139500001	140000000	0.937	0.997	0.966
8:140000001-140500000	8	140000001	140500000	1.008	1.009	1.132
8:140500001-141000000	8	140500001	141000000	0.951	0.868	0.889
8:141000001-141500000	8	141000001	141500000	1.017	0.974	0.945
8:141500001-142000000	8	141500001	142000000	0.966	1.091	1.046
8:142000001-142500000	8	142000001	142500000	1.086	0.952	1.051
8:142500001-143000000	8	142500001	143000000	1.082	1.02	1.082
8:143000001-143500000	8	143000001	143500000	1.066	1.046	1.156
8:143500001-144000000	8	143500001	144000000	1.068	0.984	1.043
8:144000001-144500000	8	144000001	144500000	0.966	0.921	1.053
8:144500001-145000000	8	144500001	145000000	1.011	1.095	1.074
9:500001-1000000	9	500001	1000000	1.057	0.914	1.13
9:1000001-1500000	9	1000001	1500000	1.017	1.109	1.14
9:1500001-2000000	9	1500001	2000000	1.094	1.09	1.04
9:2000001-2500000	9	2000001	2500000	0.965	0.959	0.955
9:2500001-3000000	9	2500001	3000000	0.989	1.041	1.035
9:3000001-3500000	9	3000001	3500000	0.975	1.061	1.054
9:3500001-4000000	9	3500001	4000000	1.028	1.016	1.181
9:4000001-4500000	9	4000001	4500000	0.999	1.041	1.029
9:4500001-5000000	9	4500001	5000000	0.967	0.984	1.253
9:5500001-6000000	9	5500001	6000000	0.929	0.934	1.125
9:6000001-6500000	9	6000001	6500000	1.009	0.978	1.1
9:6500001-7000000	9	6500001	7000000	0.899	1.005	1.189
9:7000001-7500000	9	7000001	7500000	0.971	0.972	0.993
9:7500001-8000000	9	7500001	8000000	1.078	1.064	1.198
9:8000001-8500000	9	8000001	8500000	1.053	1.014	0.976
9:8500001-9000000	9	8500001	9000000	1.056	1.021	1.036
9:9000001-9500000	9	9000001	9500000	1.011	1.082	0.961
9:10000001-10500000	9	10000001	10500000	0.969	0.96	1.205
9:10500001-11000000	9	10500001	11000000	0.934	0.949	1.014
9:11000001-11500000	9	11000001	11500000	0.855	1.055	0.916
9:11500001-12000000	9	11500001	12000000	0.899	0.963	1.043
9:12000001-12500000	9	12000001	12500000	0.991	0.945	0.994
9:12500001-13000000	9	12500001	13000000	0.991	1.031	1.038
9:13000001-13500000	9	13000001	13500000	0.989	0.936	1.043
9:13500001-14000000	9	13500001	14000000	1.014	1.016	0.874
9:14000001-14500000	9	14000001	14500000	0.965	1.008	1.013
9:14500001-15000000	9	14500001	15000000	1.002	1.044	1.043
9:15000001-15500000	9	15000001	15500000	0.894	0.978	0.884
9:16000001-16500000	9	16000001	16500000	0.979	0.99	0.974
9:16500001-17000000	9	16500001	17000000	0.989	0.961	0.948
9:17000001-17500000	9	17000001	17500000	1	1.035	0.833
9:17500001-18000000	9	17500001	18000000	1.081	1.032	1.04
9:18500001-19000000	9	18500001	19000000	1.061	0.983	0.98
9:19000001-19500000	9	19000001	19500000	0.884	0.883	0.936
9:19500001-20000000	9	19500001	20000000	1.043	1.004	0.949
9:20000001-20500000	9	20000001	20500000	1.021	1.02	1.013
9:20500001-21000000	9	20500001	21000000	1.091	1.008	1.003
9:21000001-21500000	9	21000001	21500000	1.061	0.934	1.186
9:21500001-22000000	9	21500001	22000000	0.966	1.05	1.091
9:22000001-22500000	9	22000001	22500000	1.015	1.053	1.009
9:22500001-23000000	9	22500001	23000000	1.012	0.992	0.925
9:23000001-23500000	9	23000001	23500000	1.018	0.915	1.015
9:23500001-24000000	9	23500001	24000000	0.929	0.998	1.001
9:24000001-24500000	9	24000001	24500000	0.985	1.033	1.17
9:24500001-25000000	9	24500001	25000000	1.037	1.05	0.938
9:25000001-25500000	9	25000001	25500000	1.009	0.98	1.027
9:25500001-26000000	9	25500001	26000000	1.047	0.894	1.003
9:26000001-26500000	9	26000001	26500000	0.947	1.123	0.913
9:26500001-27000000	9	26500001	27000000	0.953	0.941	1.024
9:27000001-27500000	9	27000001	27500000	1.013	0.994	1.031
9:27500001-28000000	9	27500001	28000000	0.969	0.994	1.049
9:28000001-28500000	9	28000001	28500000	0.989	1.069	1.124
9:28500001-29000000	9	28500001	29000000	1.06	0.994	1.072
9:29000001-29500000	9	29000001	29500000	0.977	0.975	1.035
9:29500001-30000000	9	29500001	30000000	0.999	0.973	1.018
9:30000001-30500000	9	30000001	30500000	1.005	1.028	0.97
9:30500001-31000000	9	30500001	31000000	0.925	0.994	0.864
9:31500001-32000000	9	31500001	32000000	0.966	0.923	1.064
9:32000001-32500000	9	32000001	32500000	0.953	0.974	0.898
9:32500001-33000000	9	32500001	33000000	0.916	1.043	1.115
9:33000001-33500000	9	33000001	33500000	0.957	0.958	0.943
9:34000001-34500000	9	34000001	34500000	0.981	0.952	0.966
9:35000001-35500000	9	35000001	35500000	1.011	1.011	1.08
9:35500001-36000000	9	35500001	36000000	0.972	0.97	0.98
9:36500001-37000000	9	36500001	37000000	1.047	1.061	0.955
9:37000001-37500000	9	37000001	37500000	0.967	0.975	0.919
9:37500001-38000000	9	37500001	38000000	0.943	0.934	1.004
9:38000001-38500000	9	38000001	38500000	1.022	0.899	1.02
9:68500001-69000000	9	68500001	69000000	0.905	1.008	1.005
9:69000001-69500000	9	69000001	69500000	1.033	1.11	1.054
9:69500001-70000000	9	69500001	70000000	0.978	0.998	1.086
9:70000001-70500000	9	70000001	70500000	0.986	0.996	1.109
9:70500001-71000000	9	70500001	71000000	0.971	0.996	1.122
9:71000001-71500000	9	71000001	71500000	1.026	1.075	0.945
9:71500001-72000000	9	71500001	72000000	0.889	0.902	1.14
9:72000001-72500000	9	72000001	72500000	0.949	1.003	0.914
9:73000001-73500000	9	73000001	73500000	0.961	1.026	0.867
9:73500001-74000000	9	73500001	74000000	1.029	0.943	0.943
9:74000001-74500000	9	74000001	74500000	1.048	1.058	1.021
9:74500001-75000000	9	74500001	75000000	0.969	0.945	1.058
9:75000001-75500000	9	75000001	75500000	1.007	0.995	0.905
9:75500001-76000000	9	75500001	76000000	1.017	0.985	1.087
9:76000001-76500000	9	76000001	76500000	1.015	0.946	1.044
9:76500001-77000000	9	76500001	77000000	0.965	1.025	0.873
9:77000001-77500000	9	77000001	77500000	0.955	1.069	1.111
9:77500001-78000000	9	77500001	78000000	1.014	1.027	1.036
9:78000001-78500000	9	78000001	78500000	1.034	1.006	0.989
9:79000001-79500000	9	79000001	79500000	1.037	1.05	0.923
9:80000001-80500000	9	80000001	80500000	1.022	0.95	0.921
9:81000001-81500000	9	81000001	81500000	1.046	1.063	1.086
9:82500001-83000000	9	82500001	83000000	1.041	0.921	0.968
9:83000001-83500000	9	83000001	83500000	1.031	1.088	0.874
9:83500001-84000000	9	83500001	84000000	0.874	1.081	0.954
9:84000001-84500000	9	84000001	84500000	0.952	1.117	0.964
9:84500001-85000000	9	84500001	85000000	0.925	0.976	0.948
9:85000001-85500000	9	85000001	85500000	0.996	1.06	0.982
9:85500001-86000000	9	85500001	86000000	1.034	1.007	1.015
9:86000001-86500000	9	86000001	86500000	0.997	0.962	1.028
9:86500001-87000000	9	86500001	87000000	0.991	0.984	1.113
9:87000001-87500000	9	87000001	87500000	0.996	0.916	0.862
9:87500001-88000000	9	87500001	88000000	1.063	1.016	0.925
9:88000001-88500000	9	88000001	88500000	1.044	1.097	1.126
9:88500001-89000000	9	88500001	89000000	1.091	1.054	1.028
9:89000001-89500000	9	89000001	89500000	0.959	0.945	0.85
9:89500001-90000000	9	89500001	90000000	1.072	1.108	1.067
9:90000001-90500000	9	90000001	90500000	1.076	1.036	1.034
9:90500001-91000000	9	90500001	91000000	1.065	1.057	0.999
9:91000001-91500000	9	91000001	91500000	0.992	0.99	1.039
9:91500001-92000000	9	91500001	92000000	1.098	1.044	1.097
9:93000001-93500000	9	93000001	93500000	0.99	1.113	0.909
9:93500001-94000000	9	93500001	94000000	1.004	1.001	1.035
9:94500001-95000000	9	94500001	95000000	1.085	1.101	1.015
9:95000001-95500000	9	95000001	95500000	1.08	1.073	1.072
9:96000001-96500000	9	96000001	96500000	0.995	1.022	1.011
9:97500001-98000000	9	97500001	98000000	0.948	1.051	1.073
9:98000001-98500000	9	98000001	98500000	0.961	1.034	0.958
9:98500001-99000000	9	98500001	99000000	1.105	0.997	1.063
9:99000001-99500000	9	99000001	99500000	0.983	1.022	0.906
9:99500001-100000000	9	99500001	100000000	1.024	0.87	0.996
9:100000001-100500000	9	100000001	100500000	1.062	0.949	1.016
9:100500001-101000000	9	100500001	101000000	0.968	1.032	0.999
9:101000001-101500000	9	101000001	101500000	1.012	0.998	1.018
9:101500001-102000000	9	101500001	102000000	1.035	0.963	1.049
9:102000001-102500000	9	102000001	102500000	0.908	1.016	1.097
9:102500001-103000000	9	102500001	103000000	1.021	1.025	1.078
9:103000001-103500000	9	103000001	103500000	1.014	0.943	1.085
9:103500001-104000000	9	103500001	104000000	1.024	0.91	0.897
9:104000001-104500000	9	104000001	104500000	0.999	0.936	0.931
9:104500001-105000000	9	104500001	105000000	1	1.01	0.82
9:105000001-105500000	9	105000001	105500000	0.9	0.992	0.936
9:105500001-106000000	9	105500001	106000000	1.031	0.933	1.078
9:106000001-106500000	9	106000001	106500000	1.109	1.04	0.959
9:106500001-107000000	9	106500001	107000000	0.994	1.09	1.035
9:107000001-107500000	9	107000001	107500000	0.971	1.03	1.028
9:107500001-108000000	9	107500001	108000000	0.993	0.985	1.048
9:108000001-108500000	9	108000001	108500000	0.994	1.051	0.928
9:108500001-109000000	9	108500001	109000000	1.039	1.015	0.966
9:109000001-109500000	9	109000001	109500000	0.989	0.994	0.919
9:109500001-110000000	9	109500001	110000000	1.069	1.118	1.005
9:110000001-110500000	9	110000001	110500000	1.055	1.018	1.034
9:110500001-111000000	9	110500001	111000000	0.986	1.051	1.067
9:111000001-111500000	9	111000001	111500000	0.973	1.01	1.055
9:111500001-112000000	9	111500001	112000000	1.003	1.023	0.976
9:112000001-112500000	9	112000001	112500000	0.907	0.982	0.808
9:112500001-113000000	9	112500001	113000000	1.015	0.892	1.033
9:113000001-113500000	9	113000001	113500000	1.01	1.017	1.012
9:113500001-114000000	9	113500001	114000000	1.062	0.987	1.1
9:114000001-114500000	9	114000001	114500000	1.005	0.919	0.969
9:114500001-115000000	9	114500001	115000000	0.934	0.968	1.085
9:115000001-115500000	9	115000001	115500000	1.059	1.005	1.032
9:115500001-116000000	9	115500001	116000000	1.002	1.086	1.13
9:116000001-116500000	9	116000001	116500000	0.958	0.962	1.083
9:116500001-117000000	9	116500001	117000000	1.002	1.105	0.916
9:117500001-118000000	9	117500001	118000000	0.957	1.003	0.88
9:118000001-118500000	9	118000001	118500000	1.021	1.009	1.092
9:118500001-119000000	9	118500001	119000000	1.019	0.941	1.115
9:119000001-119500000	9	119000001	119500000	0.997	1.057	1.011
9:119500001-120000000	9	119500001	120000000	1.012	1.066	0.935
9:120000001-120500000	9	120000001	120500000	1.023	1.033	1.161
9:120500001-121000000	9	120500001	121000000	0.866	0.956	0.982
9:121000001-121500000	9	121000001	121500000	0.913	0.914	0.904
9:121500001-122000000	9	121500001	122000000	1.021	0.998	1.039
9:122000001-122500000	9	122000001	122500000	1.005	0.968	0.997
9:123000001-123500000	9	123000001	123500000	0.959	1.084	1.173
9:123500001-124000000	9	123500001	124000000	1.02	1.097	0.966
9:124000001-124500000	9	124000001	124500000	1.059	0.945	0.931
9:124500001-125000000	9	124500001	125000000	0.99	0.958	1.014
9:125000001-125500000	9	125000001	125500000	0.934	0.952	1.071
9:125500001-126000000	9	125500001	126000000	0.893	0.982	0.834
9:126000001-126500000	9	126000001	126500000	0.94	1.074	0.929
9:126500001-127000000	9	126500001	127000000	1.042	1.045	0.933
9:127000001-127500000	9	127000001	127500000	0.948	1.044	1.126
9:127500001-128000000	9	127500001	128000000	0.999	1.047	1.287
9:128000001-128500000	9	128000001	128500000	0.981	0.866	0.979
9:128500001-129000000	9	128500001	129000000	0.911	1.084	1.003
9:129000001-129500000	9	129000001	129500000	0.959	0.886	1.079
9:130000001-130500000	9	130000001	130500000	1.012	1.142	0.859
9:130500001-131000000	9	130500001	131000000	0.975	1.042	1.023
9:131000001-131500000	9	131000001	131500000	1.077	1.041	1.017
9:131500001-132000000	9	131500001	132000000	1.046	0.931	0.96
9:132000001-132500000	9	132000001	132500000	0.932	0.921	0.935
9:132500001-133000000	9	132500001	133000000	1.011	1.028	0.918
9:133000001-133500000	9	133000001	133500000	0.995	0.964	1.045
9:133500001-134000000	9	133500001	134000000	0.977	1.109	0.895
9:134500001-135000000	9	134500001	135000000	1.118	1.09	1.134
9:135000001-135500000	9	135000001	135500000	1.023	1.086	1.092
9:135500001-136000000	9	135500001	136000000	0.98	0.923	0.822
9:136000001-136500000	9	136000001	136500000	0.954	1.042	1.002
9:136500001-137000000	9	136500001	137000000	1.067	0.914	0.844
9:137000001-137500000	9	137000001	137500000	0.98	1.031	0.926
9:137500001-138000000	9	137500001	138000000	1.029	1.032	1.176
10:1-500000	10	1	500000	1.057	0.99	0.949
10:500001-1000000	10	500001	1000000	0.953	0.932	1.047
10:1000001-1500000	10	1000001	1500000	1.039	1.123	1.276
10:1500001-2000000	10	1500001	2000000	1	0.993	1.15
10:2500001-3000000	10	2500001	3000000	0.92	0.93	1.023
10:3000001-3500000	10	3000001	3500000	0.921	0.877	0.979
10:3500001-4000000	10	3500001	4000000	0.95	0.876	1.012
10:4000001-4500000	10	4000001	4500000	0.962	0.931	1.06
10:4500001-5000000	10	4500001	5000000	0.979	0.929	1.072
10:5000001-5500000	10	5000001	5500000	1.039	1.046	1.071
10:5500001-6000000	10	5500001	6000000	0.917	0.945	1.018
10:6000001-6500000	10	6000001	6500000	0.977	0.843	0.961
10:6500001-7000000	10	6500001	7000000	1.028	0.939	1.114
10:7000001-7500000	10	7000001	7500000	1.023	1.024	0.927
10:7500001-8000000	10	7500001	8000000	1.04	0.95	0.982
10:8000001-8500000	10	8000001	8500000	0.945	0.985	0.962
10:8500001-9000000	10	8500001	9000000	0.952	1.116	1.277
10:9000001-9500000	10	9000001	9500000	1.027	1.094	1.044
10:9500001-10000000	10	9500001	10000000	1.024	0.953	1.097
10:10000001-10500000	10	10000001	10500000	0.981	0.984	1.042
10:10500001-11000000	10	10500001	11000000	0.981	1.065	1.053
10:11000001-11500000	10	11000001	11500000	0.899	0.92	1.093
10:11500001-12000000	10	11500001	12000000	0.978	1.001	1.052
10:12000001-12500000	10	12000001	12500000	0.94	0.995	1.115
10:12500001-13000000	10	12500001	13000000	1.018	1.004	0.905
10:13000001-13500000	10	13000001	13500000	0.918	1.014	1.211
10:13500001-14000000	10	13500001	14000000	0.93	1.006	0.962
10:14000001-14500000	10	14000001	14500000	0.976	1.008	1.116
10:14500001-15000000	10	14500001	15000000	0.959	1.035	0.882
10:15000001-15500000	10	15000001	15500000	0.96	1.146	1.101
10:15500001-16000000	10	15500001	16000000	1.059	0.929	1.023
10:16000001-16500000	10	16000001	16500000	0.967	0.916	0.803
10:16500001-17000000	10	16500001	17000000	0.983	1.018	1.086
10:17000001-17500000	10	17000001	17500000	0.91	0.942	0.975
10:17500001-18000000	10	17500001	18000000	1.024	0.955	0.825
10:18000001-18500000	10	18000001	18500000	0.957	0.954	1.152
10:18500001-19000000	10	18500001	19000000	0.993	0.906	0.946
10:19000001-19500000	10	19000001	19500000	1.066	1.007	1.129
10:20000001-20500000	10	20000001	20500000	0.945	0.99	0.954
10:20500001-21000000	10	20500001	21000000	1.037	0.989	0.959
10:21000001-21500000	10	21000001	21500000	1.069	0.98	0.92
10:21500001-22000000	10	21500001	22000000	0.936	0.942	0.863
10:22000001-22500000	10	22000001	22500000	1.033	0.998	0.904
10:22500001-23000000	10	22500001	23000000	0.947	0.942	1.087
10:23000001-23500000	10	23000001	23500000	1.021	1.039	1.05
10:23500001-24000000	10	23500001	24000000	1.099	0.988	1.055
10:24000001-24500000	10	24000001	24500000	0.951	1.12	1.097
10:24500001-25000000	10	24500001	25000000	0.933	1.006	1.026
